imagem,output,timestamp
.gradio\flagged\imagem\cf8bf800447de245e90e\dog.jpg,"{""label"": ""avi\u00e3o"", ""confidences"": [{""label"": ""avi\u00e3o"", ""confidence"": 0.5724315047264099}, {""label"": ""veado"", ""confidence"": 0.19613415002822876}, {""label"": ""p\u00e1ssaro"", ""confidence"": 0.08968383073806763}]}",2025-04-05 17:23:31.213346
